Title,City,Latitude,Longitude,Date,Severity,Type of threat,Attendees,Reported via,Reported incidents,Estimated cost,Confirmed %,Turnout rate,Priority,Police informed?,Notes
Assault in Edinburgh #1680,Edinburgh,55.89091,-3.13639,2002-04-23,Critical,Assault,50-100,Press report,117,985,90.2,0.919,1,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Belfast #1681,Belfast,54.51574,-5.82971,2020-08-04,Moderate,Demonstration,100-500,Press report,1,19384,33.6,0.595,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Belfast #1682,Belfast,54.55988,-5.99368,2022-02-05,Critical,Demonstration,50-100,Local branch,165,4975,12.9,0.570,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in York #1683,York,53.93305,-1.18505,2015-11-16,High,Assault,1-10,Partner organisation,140,11456,86.3,0.912,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Glasgow #1684,Glasgow,55.83198,-4.22816,2019-12-26,Low,Leafleting,N/A,Local branch,167,4727,89.3,0.599,3,,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Edinburgh #1685,Edinburgh,55.92196,-3.20441,2012-04-07,,Leafleting,100-500,Local branch,188,10928,93.1,0.236,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Nottingham #1686,Nottingham,52.97968,-1.19918,2003-10-10,Low,Vandalism,1-10,Local branch,95,2573,91.1,0.447,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Edinburgh #1687,Edinburgh,55.95583,-3.23973,2020-03-25,High,Stickering,1-10,Press report,121,9334,45.3,0.692,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Bradford #1688,Bradford,53.69522,-1.67374,2025-12-20,High,Online abuse,50-100,Partner organisation,1,1753,95.9,0.084,3,Yes,
Harassment in Nottingham #1689,Nottingham,53.03041,-1.12084,2016-09-27,Critical,Harassment,1-10,Local branch,100,3989,27.8,0.680,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Bristol #1690,Bristol,51.46547,-2.57495,2002-07-17,Critical,Online abuse,N/A,Partner organisation,123,3635,89.1,0.565,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Manchester #1691,Manchester,53.46836,-2.15386,2018-10-16,Critical,Harassment,50-100,Anonymous tip,92,8214,19.4,0.770,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Nottingham #1692,Nottingham,52.92245,-1.17496,2023-10-01,Critical,Harassment,100-500,Social media,153,1427,50.3,0.382,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Plymouth #1693,Plymouth,50.40463,-4.17823,2001-06-11,,Banner drop,10-50,Local branch,120,591,44.7,0.163,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Dundee #1694,Dundee,56.51161,-2.97342,2012-10-28,,Assault,100-500,Partner organisation,112,16196,95.4,0.881,5,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in London #1695,London,51.44695,-0.11224,2011-05-25,,Online abuse,500-1000,Social media,0,4134,82.6,0.228,4,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Coventry #1696,Coventry,52.49392,-1.50441,2003-03-03,Low,Demonstration,100-500,Social media,33,15515,22.2,0.421,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Birmingham #1697,Birmingham,52.49875,-1.88574,2021-11-20,Low,Harassment,50-100,Partner organisation,149,260,44.0,0.821,4,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in York #1698,York,53.97302,-0.99096,2009-05-03,High,Assault,50-100,Social media,36,17295,93.1,0.949,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Online abuse in Plymouth #1699,Plymouth,50.33647,-4.17511,2022-06-25,Critical,Online abuse,1-10,Anonymous tip,6,8164,23.6,0.083,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Exeter #1700,Exeter,50.73360,-3.42535,2015-01-18,High,Leafleting,50-100,Press report,111,532,7.2,0.367,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Cardiff #1701,Cardiff,51.44145,-3.18397,2001-12-26,Low,Harassment,100-500,Social media,142,2445,5.2,0.487,4,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in Liverpool #1702,Liverpool,53.36152,-3.04875,2000-07-08,Critical,Assault,500-1000,Anonymous tip,122,8650,12.7,0.545,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Aberdeen #1703,Aberdeen,57.16922,-2.09558,2011-05-12,,Vandalism,10-50,Social media,112,14514,74.3,0.225,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Manchester #1704,Manchester,53.54318,-2.24662,2020-07-04,Critical,Demonstration,100-500,Social media,181,15003,41.3,0.275,4,No,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Coventry #1705,Coventry,52.42516,-1.49814,2008-12-15,High,Demonstration,100-500,Local branch,130,19716,4.4,0.653,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Portsmouth #1706,Portsmouth,50.81661,-1.07198,2026-01-11,Low,Leafleting,50-100,Social media,50,4538,63.7,0.769,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Aberdeen #1707,Aberdeen,57.16560,-2.12866,2020-06-07,Moderate,Vandalism,100-500,Press report,8,18593,33.7,0.030,4,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Southampton #1708,Southampton,50.86927,-1.45665,2012-08-25,High,Vandalism,10-50,Social media,59,18398,52.9,0.904,3,,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Birmingham #1709,Birmingham,52.41234,-1.84319,2026-11-14,Low,Harassment,10-50,Anonymous tip,154,1912,29.5,0.544,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Manchester #1710,Manchester,53.39161,-2.23440,2018-08-01,High,Harassment,1-10,Anonymous tip,161,15195,17.2,0.724,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Dundee #1711,Dundee,56.48363,-2.98533,2026-05-13,Low,Online abuse,100-500,Local branch,121,19343,7.6,0.982,4,No,
Vandalism in Brighton #1712,Brighton,50.91012,-0.11449,2018-09-12,Low,Vandalism,10-50,Press report,89,196,36.6,0.324,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Sheffield #1713,Sheffield,53.34883,-1.47232,2008-10-08,Moderate,Leafleting,1-10,Anonymous tip,19,3729,82.2,0.106,4,Yes,
Assault in Stoke-on-Trent #1714,Stoke-on-Trent,53.05074,-2.22483,2021-01-10,Low,Assault,500-1000,Press report,91,1893,98.0,0.473,4,No,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Hull #1715,Hull,53.78685,-0.32383,2003-10-18,Critical,Harassment,1-10,Press report,74,6777,34.6,0.501,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Aberdeen #1716,Aberdeen,57.13736,-2.10798,2024-08-24,,Harassment,50-100,Press report,68,10666,87.8,0.074,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Belfast #1717,Belfast,54.65308,-5.96734,2020-05-18,High,Leafleting,1-10,Local branch,173,2156,37.4,0.878,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Bradford #1718,Bradford,53.74065,-1.78383,2021-05-27,,Assault,500-1000,Anonymous tip,185,13437,34.2,0.492,4,,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Exeter #1719,Exeter,50.72830,-3.56018,2001-09-24,High,Demonstration,N/A,Anonymous tip,4,6313,49.3,0.708,3,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Southampton #1720,Southampton,50.91290,-1.42917,2007-12-11,Critical,Harassment,10-50,Anonymous tip,107,9129,63.2,0.194,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Norwich #1721,Norwich,52.70645,1.24776,2020-06-27,,Vandalism,50-100,Local branch,199,1086,78.1,0.123,5,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Glasgow #1722,Glasgow,55.87933,-4.18959,2018-09-09,High,Stickering,1-10,Social media,90,14759,18.5,0.022,1,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Portsmouth #1723,Portsmouth,50.84283,-1.11769,2008-09-07,Critical,Harassment,50-100,Partner organisation,44,7248,88.2,0.042,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Southampton #1724,Southampton,50.94389,-1.41358,2004-04-12,Critical,Leafleting,10-50,Partner organisation,18,10058,89.0,0.482,2,No,
Demonstration in Birmingham #1725,Birmingham,52.51296,-1.80596,2020-09-21,Critical,Demonstration,10-50,Social media,135,15855,51.7,0.337,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in Birmingham #1726,Birmingham,52.49848,-1.92688,2023-11-28,Critical,Assault,N/A,Partner organisation,43,5475,16.6,0.087,5,,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Leicester #1727,Leicester,52.53280,-1.15005,2010-08-10,,Online abuse,100-500,Anonymous tip,50,19873,2.7,0.001,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Brighton #1728,Brighton,50.84151,-0.12163,2002-09-10,Low,Banner drop,10-50,Anonymous tip,123,9462,69.0,0.727,5,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Aberdeen #1729,Aberdeen,57.11504,-2.05469,2023-03-28,,Online abuse,100-500,Anonymous tip,52,13096,51.1,0.544,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Southampton #1730,Southampton,50.99340,-1.50528,2010-02-01,Critical,Assault,1-10,Anonymous tip,61,13166,0.5,0.955,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Manchester #1731,Manchester,53.57168,-2.29051,2012-06-24,,Leafleting,1-10,Press report,140,13631,85.7,0.800,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in York #1732,York,53.99993,-1.11820,2017-10-10,,Assault,N/A,Anonymous tip,162,1630,63.0,0.951,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Bristol #1733,Bristol,51.36678,-2.56564,2022-12-01,Moderate,Assault,500-1000,Partner organisation,61,15310,62.3,0.578,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in London #1734,London,51.59033,-0.16843,2015-01-16,Low,Banner drop,10-50,Social media,96,719,6.8,0.250,1,,
Vandalism in Newcastle #1735,Newcastle,55.07541,-1.56711,2011-05-12,High,Vandalism,10-50,Press report,185,12098,36.5,0.803,2,No,
Leafleting in Nottingham #1736,Nottingham,53.00506,-1.15266,2009-09-03,Low,Leafleting,N/A,Press report,62,10092,66.2,0.724,5,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Cardiff #1737,Cardiff,51.53725,-3.17896,2011-10-18,Low,Vandalism,100-500,Local branch,94,13080,85.3,0.420,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Leicester #1738,Leicester,52.61601,-1.24957,,Low,Demonstration,10-50,Social media,156,2580,17.5,0.837,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Exeter #1739,Exeter,50.66277,-3.56982,2017-01-05,Low,Leafleting,10-50,Press report,52,3010,53.9,0.232,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Coventry #1740,Coventry,52.39567,-1.57469,2015-04-03,Critical,Leafleting,100-500,Local branch,38,10416,83.3,0.066,2,,
Stickering in Dundee #1741,Dundee,56.51808,-3.00722,2009-09-07,,Stickering,10-50,Press report,77,496,87.4,0.715,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Southampton #1742,Southampton,50.97375,-1.45941,2011-07-19,Critical,Online abuse,1-10,Social media,22,7653,65.8,0.672,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Birmingham #1743,Birmingham,52.50597,-1.86597,2006-09-24,Critical,Leafleting,10-50,Press report,88,15309,42.2,0.523,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Liverpool #1744,Liverpool,53.42725,-2.96858,2000-05-12,,Demonstration,500-1000,Press report,192,17701,81.5,0.462,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Glasgow #1745,Glasgow,55.83094,-4.13090,2021-08-02,High,Demonstration,10-50,Local branch,79,2354,89.1,0.866,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Manchester #1746,Manchester,53.49316,-2.26547,2021-02-03,Moderate,Assault,50-100,Partner organisation,51,19687,70.9,0.262,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Bristol #1747,Bristol,51.43429,-2.55437,2001-12-16,Low,Banner drop,10-50,Local branch,30,9301,55.2,0.404,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Norwich #1748,Norwich,52.68899,1.22796,2003-09-04,Critical,Banner drop,50-100,Social media,37,15851,79.6,0.639,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Hull #1749,Hull,53.67534,-0.34716,2017-10-20,,Leafleting,100-500,Press report,156,13320,2.8,0.319,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Exeter #1750,Exeter,50.68428,-3.54713,2005-08-27,High,Assault,500-1000,Local branch,84,15369,83.8,0.439,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Newcastle #1751,Newcastle,54.99747,-1.61585,2026-10-07,High,Leafleting,500-1000,Social media,124,4560,36.8,0.556,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Dundee #1752,Dundee,56.46344,-2.90287,2018-10-03,,Vandalism,500-1000,Social media,111,17965,55.5,0.490,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Sheffield #1753,Sheffield,53.35019,-1.41110,2017-06-13,Moderate,Harassment,100-500,Local branch,69,521,69.0,0.754,5,No,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Cambridge #1754,Cambridge,52.20655,0.05420,2018-06-04,Moderate,Assault,50-100,Press report,82,13297,64.1,0.986,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Leicester #1755,Leicester,52.62496,-1.11351,2021-12-22,,Leafleting,50-100,Press report,185,9386,42.3,0.032,2,No,
Harassment in London #1756,London,51.45112,-0.16049,2013-07-14,Critical,Harassment,500-1000,Social media,0,3491,54.3,0.735,1,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Southampton #1757,Southampton,50.88089,-1.42316,2013-08-08,High,Vandalism,100-500,Local branch,115,9767,1.7,0.659,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Bradford #1758,Bradford,53.81323,-1.82882,2008-05-26,,Harassment,500-1000,Social media,6,186,1.8,0.510,4,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Southampton #1759,Southampton,50.89588,-1.48179,2022-07-10,,Leafleting,50-100,Social media,43,17722,13.1,0.384,3,Yes,
Banner drop in Stoke-on-Trent #1760,Stoke-on-Trent,53.02941,-2.23918,2008-02-22,,Banner drop,10-50,Press report,25,19877,74.4,0.138,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Exeter #1761,Exeter,50.81906,-3.53273,2005-06-25,Moderate,Online abuse,50-100,Anonymous tip,9,19020,63.1,0.708,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Glasgow #1762,Glasgow,55.99298,-4.22465,2023-07-18,Critical,Banner drop,10-50,Anonymous tip,96,16814,11.1,0.938,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Swansea #1763,Swansea,51.64709,-3.98434,2001-08-22,Low,Leafleting,10-50,Anonymous tip,54,13196,48.7,0.943,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Swansea #1764,Swansea,51.63422,-3.86606,2006-10-02,Moderate,Online abuse,500-1000,Social media,39,11208,1.2,0.251,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Aberdeen #1765,Aberdeen,57.09503,-2.09751,2012-10-09,Moderate,Harassment,500-1000,Partner organisation,48,17641,48.0,0.944,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in London #1766,London,51.53572,-0.19251,2008-08-16,Low,Vandalism,100-500,Local branch,173,847,85.5,0.645,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Aberdeen #1767,Aberdeen,57.19916,-2.09462,2010-11-12,High,Stickering,N/A,Anonymous tip,184,6748,74.2,0.051,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Birmingham #1768,Birmingham,52.56768,-1.81242,2023-12-18,Critical,Online abuse,500-1000,Social media,76,15931,82.6,0.795,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Liverpool #1769,Liverpool,53.41372,-2.96527,2023-12-28,Critical,Vandalism,1-10,Anonymous tip,188,2792,65.6,0.797,1,,
Harassment in York #1770,York,53.95698,-1.10249,2022-01-26,Low,Harassment,50-100,Anonymous tip,148,16055,32.8,0.598,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Oxford #1771,Oxford,51.75696,-1.29537,2021-05-18,,Demonstration,1-10,Partner organisation,147,17445,72.8,0.878,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Norwich #1772,Norwich,52.65538,1.23758,2026-12-11,Critical,Demonstration,50-100,Local branch,187,19007,17.8,0.636,3,No,
Vandalism in Stoke-on-Trent #1773,Stoke-on-Trent,52.95502,-2.11779,2009-07-26,Critical,Vandalism,100-500,Social media,187,2763,32.6,0.817,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in London #1774,London,51.48703,-0.17982,2001-04-08,Critical,Harassment,100-500,Anonymous tip,190,9084,80.5,0.086,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Southampton #1775,Southampton,50.97093,-1.47890,2022-10-10,,Assault,100-500,Anonymous tip,130,8418,68.1,0.402,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Coventry #1776,Coventry,52.35607,-1.56600,2005-02-25,Low,Banner drop,50-100,Partner organisation,18,16298,0.4,0.611,4,No,
Online abuse in Hull #1777,Hull,53.87438,-0.43879,2025-01-01,High,Online abuse,10-50,Partner organisation,111,17546,35.0,0.295,3,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in York #1778,York,53.90952,-1.05106,2020-05-14,Critical,Online abuse,10-50,Press report,79,15018,20.2,0.822,4,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Belfast #1779,Belfast,54.57740,-5.87048,2010-01-22,High,Vandalism,100-500,Local branch,171,17603,10.7,0.444,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Newcastle #1780,Newcastle,54.94153,-1.63451,2017-11-09,Critical,Vandalism,100-500,Anonymous tip,195,16270,95.8,0.279,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Coventry #1781,Coventry,52.29725,-1.47570,2010-07-24,Critical,Vandalism,50-100,Local branch,0,16513,94.4,0.328,1,No,
Banner drop in Portsmouth #1782,Portsmouth,50.74171,-1.02658,2025-11-03,Critical,Banner drop,1-10,Social media,182,1739,47.9,0.899,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Leafleting in Sheffield #1783,Sheffield,53.34994,-1.53702,2016-06-19,Moderate,Leafleting,10-50,Local branch,147,7246,87.7,0.976,5,Yes,
Demonstration in York #1784,York,53.93860,-1.15183,2026-06-04,High,Demonstration,1-10,Press report,72,1576,18.5,0.050,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Online abuse in Cardiff #1785,Cardiff,51.50229,-3.18058,2024-01-23,Moderate,Online abuse,10-50,Press report,174,4140,94.2,0.884,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Sheffield #1786,Sheffield,53.34329,-1.45382,2021-09-06,Moderate,Leafleting,50-100,Social media,114,2198,57.7,0.689,1,,
Banner drop in Norwich #1787,Norwich,52.59517,1.23899,2017-05-24,Moderate,Banner drop,100-500,Anonymous tip,21,15167,5.1,0.298,4,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Stickering in Liverpool #1788,Liverpool,53.49282,-2.97644,2026-12-16,Critical,Stickering,50-100,Social media,141,3452,98.7,0.528,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Coventry #1789,Coventry,52.40381,-1.56280,2012-02-03,Critical,Stickering,500-1000,Partner organisation,5,19391,33.2,0.019,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Stickering in Bristol #1790,Bristol,51.48220,-2.64558,2024-05-12,,Stickering,50-100,Press report,123,8178,71.6,0.688,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Sheffield #1791,Sheffield,53.36350,-1.51082,2002-02-26,,Leafleting,500-1000,Partner organisation,97,11709,1.1,0.197,1,No,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Stoke-on-Trent #1792,Stoke-on-Trent,53.04486,-2.18696,2025-01-16,Critical,Banner drop,100-500,Partner organisation,102,6096,89.6,0.096,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Dundee #1793,Dundee,56.50089,-2.95326,2014-06-11,Critical,Assault,500-1000,Partner organisation,125,1940,2.1,0.798,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Assault in Swansea #1794,Swansea,51.60361,-3.93610,2008-04-23,Critical,Assault,10-50,Partner organisation,125,12498,27.0,0.583,1,No,
Assault in London #1795,London,51.49133,-0.15490,2012-03-26,Critical,Assault,1-10,Local branch,81,3402,8.9,0.050,4,Yes,
Harassment in Bristol #1796,Bristol,51.46199,-2.60837,2016-01-14,Low,Harassment,1-10,Press report,168,8440,74.5,0.314,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Bradford #1797,Bradford,53.73313,-1.71388,2013-10-11,Critical,Demonstration,50-100,Press report,167,14561,31.8,0.577,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Hull #1798,Hull,53.73412,-0.32671,2025-06-02,High,Vandalism,500-1000,Press report,107,2546,32.0,0.623,4,No,
Assault in Bradford #1799,Bradford,53.72097,-1.80293,2023-04-17,,Assault,500-1000,Partner organisation,107,12521,13.5,0.620,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Manchester #1800,Manchester,53.53664,-2.18600,2025-02-13,Low,Leafleting,100-500,Anonymous tip,151,12703,61.9,0.503,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Sheffield #1801,Sheffield,53.47514,-1.45525,2014-06-24,Low,Leafleting,500-1000,Local branch,11,3999,40.4,0.284,4,No,
Leafleting in Edinburgh #1802,Edinburgh,55.92495,-3.16235,2003-09-04,Low,Leafleting,1-10,Partner organisation,29,17262,79.9,0.882,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Belfast #1803,Belfast,54.59834,-5.95904,2002-02-17,High,Leafleting,50-100,Local branch,39,15528,56.8,0.512,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Manchester #1804,Manchester,53.45587,-2.26431,2022-04-14,Low,Online abuse,10-50,Anonymous tip,152,6730,86.9,0.974,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Plymouth #1805,Plymouth,50.32301,-4.05458,2016-10-08,Low,Stickering,500-1000,Press report,176,46,31.0,0.481,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Sheffield #1806,Sheffield,53.30496,-1.48127,2026-02-16,High,Online abuse,500-1000,Local branch,188,4639,47.9,0.547,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Exeter #1807,Exeter,50.75329,-3.54733,2006-04-01,High,Stickering,10-50,Partner organisation,166,9594,76.1,0.770,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Stickering in Portsmouth #1808,Portsmouth,50.76794,-1.09532,2007-05-11,Moderate,Stickering,500-1000,Partner organisation,112,5580,93.1,0.642,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Leeds #1809,Leeds,53.77303,-1.51811,2025-03-27,High,Leafleting,50-100,Press report,37,9526,49.9,0.509,4,,Second occurrence at this location this year; residents have asked for a coordinated response
Leafleting in Bristol #1810,Bristol,51.52727,-2.57482,2004-02-02,Critical,Leafleting,10-50,Local branch,88,11533,86.1,0.549,3,No,
Banner drop in Cardiff #1811,Cardiff,51.50253,-3.23898,,High,Banner drop,100-500,Partner organisation,92,8566,75.0,0.010,4,No,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Glasgow #1812,Glasgow,55.89397,-4.28462,2014-09-02,High,Demonstration,1-10,Partner organisation,191,3063,64.1,0.895,3,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Cambridge #1813,Cambridge,52.11799,0.16847,2011-10-15,Low,Stickering,50-100,Anonymous tip,49,9140,40.7,0.663,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Birmingham #1814,Birmingham,52.48635,-1.95971,2025-02-25,High,Online abuse,500-1000,Social media,97,14493,93.4,0.255,4,Yes,
Vandalism in London #1815,London,51.55418,-0.03862,2012-06-09,Moderate,Vandalism,100-500,Local branch,152,17288,41.4,0.782,4,No,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in Birmingham #1816,Birmingham,52.51039,-1.82810,2000-01-22,Critical,Assault,50-100,Press report,70,6521,68.8,0.002,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Cambridge #1817,Cambridge,52.23023,0.11438,2001-07-14,Moderate,Banner drop,50-100,Partner organisation,148,940,41.2,0.608,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Cambridge #1818,Cambridge,52.17796,0.13608,2010-12-09,High,Vandalism,1-10,Partner organisation,62,4531,13.8,0.779,2,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Manchester #1819,Manchester,53.56229,-2.20146,2016-10-16,Moderate,Stickering,500-1000,Partner organisation,195,19340,96.7,0.712,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Manchester #1820,Manchester,53.52972,-2.35214,2008-10-18,Moderate,Assault,10-50,Partner organisation,136,13225,95.0,0.005,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Stoke-on-Trent #1821,Stoke-on-Trent,52.92838,-2.10117,2020-09-03,Critical,Online abuse,10-50,Anonymous tip,76,1262,13.9,0.459,3,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Leicester #1822,Leicester,52.66427,-1.10634,2017-04-03,,Harassment,N/A,Anonymous tip,194,17968,65.1,0.605,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Edinburgh #1823,Edinburgh,55.99300,-3.15967,2013-06-11,Critical,Online abuse,50-100,Press report,126,19495,80.4,0.304,3,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Swansea #1824,Swansea,51.61082,-3.93391,2005-06-10,High,Demonstration,50-100,Anonymous tip,152,8124,68.7,0.078,3,No,Details unverified — cross-check with the regional organiser before publishing anywhere
